navn,adresse,postnummer,poststed
SELJEDALEN SKOLE,VESTLUNDVEIEN 50,5145,FYLLINGSDALEN
KIWI 828 MIDTUN,ULSMÅGSKARET 1,5224,NESTTUN
SPAR Bekkjarvik,BEKKJARVIK 70,5397,BEKKJARVIK
DROMEDAR KAFFEBAR GALLERIET,TORGALLMENNINGEN 8,5014,BERGEN
DROMEDAR KAFFEBAR VESTRE TORGGATE,REGNBUEPLASSEN 1,5015,BERGEN
REMA 1000 GYLDENPRIS,MICHAEL KROHNS GATE 86,5057,BERGEN
SPARKJØP HEGGHOLMEN,ALVØYVEGEN 23,5336,TJELDSTØ
EXTRA MAASESKJÆRET,SANDVIKSVEIEN 94,5035,BERGEN
"Kundeservicedagene (SAS-hotellet, Bryggen)",BRYGGEN 5,5003,BERGEN
EXTRA GÅGATEN,C. SUNDTS GATE 10,5004,BERGEN
KIWI 837 ÅGOTNES TORG,SKJERGARDSVEGEN 1384,5363,ÅGOTNES
ÅSTVEIT SKOLE,TERTNESVEIEN 33,5113,TERTNES
FRIDALEN SKOLE,BØKEVEIEN 19,5093,BERGEN
VARDEN SKOLE,VARDEVEIEN 71,5141,FYLLINGSDALEN
TRÆET SKULE,BERLANDSVEGEN 41,5314,KJERRGARDEN
ST PAUL SKOLE,CHRISTIES GATE 16,5015,BERGEN
MATHOPEN SKOLE,KONGSMYRVEIEN 1,5174,MATHOPEN
SOTRA VIDAREGÅANDE SKULE,BRANNDALSMYRA 61,5353,STRAUME
ÅGOTNES SKULE,HAMRAMYRA 10,5363,ÅGOTNES
KIRKEVOLL SKOLE,FANAVEGEN 314,5244,FANA
EIVINDVIK SKULE,EIVINDVIKVEGEN 1013,5966,EIVINDVIK
SAMNANGER BARNESKULE,NESJAVEGEN 17,5650,TYSSE
HETLEVIK SKOLE,STOREHAUGEN 2,5304,HETLEVIK
STOREBØ SKULE,UTEFLORSVEGEN 12,5392,STOREBØ
LEIKNES SKULE,LEKNESVEGEN 117,5915,HJELMÅS
ROSSLAND SKULE,SKINTVEITVEGEN 11,5917,ROSSLAND
ORTUN SKOLE,TORGNY SEGERSTEDTS VEI 14,5143,FYLLINGSDALEN
LILAND SKOLE,LILANDSVEGEN 50,5258,BLOMSTERDALEN
KNARVIK VIDEREGÅENDE SKOLE,JUVIKSTØLEN 9,5916,ISDALSTØ
LUNDE BARNESKULE,KLASAVEGEN 10,5208,OS
OSTEREIDET BARNESKULE,EIDAVEGEN 576,5993,OSTEREIDET
Landås skole - Marie Brækkan Greve,LANDÅSVEIEN 33,5097,BERGEN
ESSO/DELI DE LUCA KANALVEIEN,KANALVEIEN 1,5068,BERGEN
KIWI 810 HOLME,MELANDSVEGEN 6,5919,FREKHAUG
REMA 1000 Korskirkekvartalet,NEDRE KORSKIRKEALLMENNINGEN 1,5017,BERGEN
Bunnpris Kong Oscar,KONG OSCARS GATE 6,5017,BERGEN
KIWI 835 VALLE,HATLESTAD TERRASSE 1,5227,NESTTUN
DELI NESTTUN,FANAVEGEN 2,5222,NESTTUN
REMA 1000 Paradis,JACOB KJØDES VEG 2,5232,PARADIS
SPAR FJØSANGER,FJØSANGERVEIEN 215,5073,BERGEN
DALE B-U-SKULE,Dalseidvegen 7,5722,DALEKVAM
BRATTHOLMEN SKULE,NYGÅRDSVEGEN 1,5350,BRATTHOLMEN
MØHLENPRIS SKOLE,THORMØHLENS GATE 25,5006,BERGEN
TERTNES SKOLE,GRØNSKJERET 5,5114,TERTNES
KRINGLEBOTN SKOLE,KRINGLEBOTN 221,5225,NESTTUN
SKEIE SKOLE,ØVRE RÅTRÆET 37,5239,RÅDAL
HÅLANDSDALEN MONTESSORISKOLE,HÅLANDSDALSVEGEN 532,5640,EIKELANDSOSEN
STANGHELLE SKULE,BREKKJEN 23,5724,STANGHELLE
TRENGEREID SKULE,SKULSTADVEGEN 10,5263,TRENGEREID
KOLLTVEIT SKULE,ALEBAKKANE 18,5360,KOLLTVEIT
EIKANGER SKULE,FYLLINGSNESVEGEN 350,5913,EIKANGERVÅG
REMA 1000 PALMAFOSSEN,TJUKKEBYGDVEGEN 7,5706,VOSS
Bunnpris Sletten,HAGERUPS VEI 52,5093,BERGEN
Joker Møllendal,MØLLENDALSVEIEN 62,5009,BERGEN
Bunnpris Knarvik,KVERNHUSHAUGANE 10,5914,ISDALSTØ
REMA 1000 Fanatorget,AURDALSLIA 10,5253,SANDSLI
REMA 1000 LAGUNEN,FANAVEGEN 77,5239,RÅDAL
EXTRA OLSVIK,OLSVIKSKJENET 155,5184,OLSVIK
REMA 1000 KLØVERHUSET,STRANDGATEN 13,5013,BERGEN
Bunnpris Markeveien,MARKEVEIEN 10,5012,BERGEN
REMA 1000 Storebø,STOREBØVEGEN 50,5392,STOREBØ
REMA 1000 Skulestadmo,STRANDAVEGEN 335,5710,SKULESTADMO
MENY Laksevåg,KRINGSJÅVEIEN 83,5163,LAKSEVÅG
Bunnpris Spildepollen,TELAVÅGVEGEN 6,5382,SKOGSVÅG
REMA 1000 MANGER,RADØYVEGEN 1675,5936,MANGER
HATLESTRAND SKULE,TONGAVEGEN 20,5635,HATLESTRAND
ÅRÅS SKULE,FURULYVEGEN 55,5943,AUSTRHEIM
BJØRGVIN MONTESSORISKOLE,STORETVEITVEGEN 86,5072,BERGEN
BRAKANES SKULE,SKEIESVEGEN 27,5730,ULVIK
VOSSESTRAND BARNE- OG UNGDOMSSKULE,VOSSESTRANDVEGEN 714,5713,VOSSESTRAND
ROTHAUGEN SKOLE,ROTTHAUGSGATEN 10,5033,BERGEN
GRANVIN BARNE- OG UNGDOMSSKULE,HARDANGERVEGEN 2543,5736,GRANVIN
BULKEN SKULE,REKVESVEGEN 94,5708,VOSS
SPILDEPOLLEN SKULE,GRASBAKKEN 100,5381,GLESVÆR
NORE NESET BARNESKULE,SKEISMYRA 2,5217,HAGAVIK
FJELL UNGDOMSSKULE,BJØRKESTØLEN 41,5353,STRAUME
KNARVIK UNGDOMSSKULE,JUVIKSTØLEN 17,5916,ISDALSTØ
ULSETSKOGEN SKOLE,ULSETSKOGEN 14,5119,ULSET
OSTEREIDET UNGDOMSSKULE,EIDAVEGEN 574,5993,OSTEREIDET
KALAND SKOLE,OSVEGEN 331,5229,KALANDSEIDET
HORDABØ SKULE,NORDBØVEGEN 1,5937,BØVÅGEN
SPAR Ask,LIAVEGEN 6,5307,ASK
Esso Lærdal,ØYRAGATA 1,6887,LÆRDAL
EXTRA EIDSVÅG BERGEN,VOLLANE 1,5105,EIDSVÅG I ÅSANE
Extra Minde,MINDE ALLÉ 48,5068,BERGEN
Deli de Luca Engen,ENGEN 10,5011,BERGEN
Narvesen 759 Harbitzhjørnet,TORGALLMENNINGEN 1,5014,BERGEN
SPAR Karensfryd,FRYDENBØLIEN 17,5056,BERGEN
REMA 1000 Sørfjordsenteret,EITRHEIMSVEGEN 32,5750,ODDA
REMA 1000 Lars Hilles gate,LARS HILLES GATE 19,5008,BERGEN
KROHNENGEN SKOLE,PROFESSOR DAHLS GATE 35,5031,BERGEN
STRØNO BARNESKULE,STRØNEVEGEN 455,5218,NORDSTRØNO
BORGAFJELLET BARNESKULE,HEGGLANDSDALSVEGEN 100,5211,OS
KLEPPESTØ BARNESKOLE,RANAVEGEN 6,5300,KLEPPESTØ
LINDÅS BARNESKULE,VERÅSVEGEN 24,5955,LINDÅS
EIKELANDSOSEN SKULE,BRAKABYGDA 40,5640,EIKELANDSOSEN
ØLVE MONTESSORISKOLE,ØLVESVEGEN 461,5637,ØLVE
SÆLEN OPPVEKSTTUN,TORGNY SEGERSTEDTS VEI 4,5143,FYLLINGSDALEN
UNDARHEIM SKULE,RØSSLANDSVEGEN 5,5460,HUSNES
SKRANEVATNET SKOLE,SANDSLIVEGEN 98,5254,SANDSLI
BJORØY SKOLE,BJORØYVEGEN 202,5177,BJØRØYHAMN
LANDRO SKULE,LANDROVEGEN 250,5363,ÅGOTNES
ST. PAUL SKOLE,CHRISTIES GATE 16,5015,BERGEN
OLSVIK SKOLE,OLSVIKÅSEN 51,5183,OLSVIK
KYRKJEKRINSEN SKOLE,ÅSAMYRANE 304,5131,NYBORG
REMA 1000 Marikollen,SLETTESTØLSVEGEN 24,5136,MJØLKERÅEN
REMA 1000 Sartorparken,GJERTRUDVEGEN 4,5353,STRAUME
KIWI 847 Hilleren,HILLERENVEIEN 114,5174,MATHOPEN
Narvesen 702 Lagunen storsenter,LAGUNEVEIEN 1,5239,RÅDAL
Joker Kaien Brattholmen,BRATTHOLMEN 109,5350,BRATTHOLMEN
REMA 1000 Danmarksplass,FJØSANGERVEIEN 32,5053,BERGEN
A296 BGO Point Dom AS,FLYPLASSVEGEN 555,5258,BLOMSTERDALEN
KIWI 805 Nordås,NORDÅSDALEN 42,5235,RÅDAL
Shell Storetveit,STORETVEITVEGEN 50,5067,BERGEN
Extra Landås,ERLEVEIEN 20,5097,BERGEN
REMA 1000 Tollboden,C. SUNDTS GATE 60,5004,BERGEN
7-Eleven 7097 Christies gate,CHRISTIES GATE 11,5015,BERGEN
SPAR Aurland,VANGEN 6,5745,AURLAND
REMA 1000 Råstølen,STEINSVIKVEGEN 274,5237,RÅDAL
YX 7-Eleven 7519 Natland,NATTLANDSVEIEN 152,5094,BERGEN
STRYN KIOSK,TONNINGSGATA 14,6783,STRYN
REMA 1000 BØNES,TJØRNHAUGEN 1,5154,BØNES
REMA 1000 Viken,DAMSGÅRDSVEIEN 35,5058,BERGEN
Os Veiservice,MOBERGSBAKKEN 2,5200,OS
BUNNPRIS MONTANA,LÆGDESVINGEN 61,5096,BERGEN
JOKER EIDFJORD,EIDFJORDVEGEN 282,5783,EIDFJORD
REMA 1000 GEILO,KYRKJEVEGEN 2,3580,GEILO
Shell Varden,VARDEVEIEN 2,5141,FYLLINGSDALEN
SHELL BØNES,BØJARNESVEIEN 24,5155,BØNES
Shell Laguneparken,LAGUNEVEIEN 3,5239,RÅDAL
7-Eleven 7075 Ladegårdsgaten,LADEGÅRDSGATEN 1,5033,BERGEN
Narvesen 715 Haraldsplass,ULRIKSDAL 8,5009,BERGEN
REMA 1000 Nygårdsgaten,NYGÅRDSGATEN 17,5015,BERGEN
REMA 1000 Myrholtet,MYRHOLTET 131,5142,FYLLINGSDALEN
Deli de Luca Jernbanestasjonen,STRØMGATEN 4,5015,BERGEN
REMA 1000 Marken,MARKEN 34,5017,BERGEN
REMA 1000 HEIANE,MEATJØNNSHAUGEN 6,5412,STORD
Bunnpris Kronstad,INGER BANG LUNDS VEI 15,5059,BERGEN
REMA 1000 STRUSSHAMN,STRUSSHAMNVEGEN 36,5302,STRUSSHAMN
Shell Lone,HARDANGERVEGEN 697,5268,HAUKELAND
Shell Straume,SARTORVEGEN 10,5353,STRAUME
KIWI 842 Gullgruven,LIAMYRANE 1,5132,NYBORG
Vestkanten Veiservice,LODDEFJORDVEIEN 2,5171,LODDEFJORD
REMA 1000 NORHEIMSUND,HARDANGERFJORDVEGEN 91,5600,NORHEIMSUND
Narvesen 765 Oasen senter,FOLKE BERNADOTTES VEI 52,5147,FYLLINGSDALEN
NARVESEN 768 BERGEN STORSENTER,STRØMGATEN 8,5015,BERGEN
KIWI 839 Spectrum,FOLKE BERNADOTTES VEI 44,5147,FYLLINGSDALEN
NARVESEN 769 SLETTEN SHOPPING,VILHELM BJERKNES' VEI 4,5081,BERGEN
NARVESEN 773 VESTKANTEN LODDEFJORD,LODDEFJORDVEIEN 2,5171,LODDEFJORD
NARVESEN 105 BERGEN JBST,Strømgaten 3,5015,BERGEN
MATKROKEN ÅLVIK,ÅLVIKVEGEN 1051,5614,ÅLVIK
KIWI 838 Skjenet,SKJENET 8,5354,STRAUME
REMA 1000 Laksevåg,JOHAN BERENTSENS VEI 4,5160,LAKSEVÅG
Bunnpris Smiberget,TURE NERMANS VEI 7,5143,FYLLINGSDALEN
ULVERUD SKOLE,BEKKINGA 4,1481,HAGAN
HAGEN SKOLE,LERKEVEIEN 9,1488,HAKADAL
NITTEDAL UNGDOMSSKOLE,STASJONSVEIEN 10,1482,NITTEDAL
SLATTUM SKOLE,SKOLEVEIEN 15,1480,SLATTUM
KIRKEBY SKOLE,KIRKEBYVEIEN 7,1484,HAKADAL
VARINGEN - AVISHUSET,MATTIAS SKYTTERS VEI 2,1482,NITTEDAL
NITTEDAL VEISERVICE,HADELANDSVEIEN 656,1482,NITTEDAL
Bunnpris Holumporten,MORTEVEIEN 1,1481,HAGAN
Narvesen 103 Askim,STASJONSMESTER FROSTS GATE 9,1830,ASKIM
MENY ASKIM,HAUGOMGATA 17,1811,ASKIM
EXTRA MYSEN,SMEDGATA 30,1850,MYSEN
Extra Spydeberg,WILSES VEI 3,1820,SPYDEBERG
KIWI 499 Skiptvet,STORVEIEN 11,1816,SKIPTVET
KIWI 532 TRØGSTAD,VESLESKRAMMERUD 10,1860,TRØGSTAD
KIWI 514 SPYDEBERG,STASJONSGATA 32,1820,SPYDEBERG
MIX Askimtorget,RÅDHUSGATA 6,1830,ASKIM
Gobiten Mysen AS,MØRSTADGATA 3,1850,MYSEN
KIWI 378 ASKIM,HAUGOMGATA 19,1811,ASKIM
EXTRA ASKIM,HENSTAD ALLE 3,1830,ASKIM
KIWI 543 MYSEN,SMEDGATA 32,1850,MYSEN
Askim Kro AS,BUERSVINGEN 4,1814,ASKIM
Spydeberg Bakeri & Konditori AS avd. Askim,HENSTAD ALLE 3,1830,ASKIM
Centrumsgrillen,TRØGSTAD TORG 3,1860,TRØGSTAD
Obs Slitu,MORSTONGVEIEN 47,1859,SLITU
KIWI 594 KNAPSTAD,SPYDEBERGVEIEN 1,1823,KNAPSTAD
MYSEN SKOLE,ABC-VEIEN 30,1850,MYSEN
KIWI 598 TOMTER,HOBØLVEIEN 1,1825,TOMTER
Bunnpris Trøgstad,KIRKEVEIEN 36,1860,TRØGSTAD
KIWI 287 VAMMAVEIEN,VAMMAVEIEN 28,1813,ASKIM
YX Skiptvet,STORVEIEN 5,1816,SKIPTVET
REMA 1000 MYSEN,OPSAHLVEIEN 4,1850,MYSEN
REMA 1000 HURRAHØLET,LANGNESVEIEN 2,1815,ASKIM
REMA 1000 Korsegården,KORSEGÅRDVEIEN 22,1809,ASKIM
SPAR MOMARKEN,VANDUGBAKKEN 95,1850,MYSEN
Esso Deli de Luca Spydeberg,ROLLS VEI 2,1820,SPYDEBERG
KIWI 353 HURRAHØLET,FRYDENLUNDVEIEN 1,1815,ASKIM
ROM SKOLE,GRAMVEIEN 63,1832,ASKIM
GRØTVEDT SKOLE,MUSEUMSVEIEN 26,1809,ASKIM
Smaalenenes Avis,TRØGSTADVEIEN 4,1830,ASKIM
Bunnpris Mysen,JERNBANEGATA 13,1850,MYSEN
EXTRA ASKIMTORGET,RÅDHUSGATA 8,1830,ASKIM
REMA 1000 Trøgstad,KIRKEVEIEN 19,1860,TRØGSTAD
SHELL MOMARKEN,HÅKON HÅKONSSONS VEI 2,1850,MYSEN
REMA 1000 SKIPTVET,STORVEIEN 7,1816,SKIPTVET
REMA 1000 Askim,STALLGATA 3,1811,ASKIM
COOP PRIX EIDFJORD,OSTANGVEGEN 11,5783,EIDFJORD
LÆGREID SKULE,SKULEVEGEN 4,5783,EIDFJORD
FULLDISTRIB. 5627 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5470 L,STØLSMYR 10,5542,KARMSUND
FULLDISTRIB. 5486 L,SKÅLAGATO 37,5470,ROSENDAL
JONDAL SKULE,VIKVEGEN 7,5627,JONDAL
FULLDISTRIB. 5750,KANALVEIEN 52,5068,BERGEN
POSTEN ODDA SUPPLERING,HOLMAVEGEN 44,5750,ODDA
MENY EIKTOPPEN,EIKVEIEN 49,3122,TØNSBERG
MENY JARLSBERG,TRAVVEIEN 3,3170,SEM
EXTRA ST. OLAVSGATE,ST OLAVS GATE 18,3110,TØNSBERG
MENY HEIMDAL,HEIMDALSVEIEN 3,3117,TØNSBERG
MENY HOLMESTRAND,HVITTINGFOSSVEIEN 123,3085,HOLMESTRAND
Extra Gullhaug,FOSSVEIEN 95,3089,HOLMESTRAND
KIWI 414 KLEIVBROTTET,HVITTINGFOSSVEIEN 29,3083,HOLMESTRAND
MENY FARMANDSTREDET,JERNBANEGATEN 1,3110,TØNSBERG
SPAR Kullboden,LANGGATEN 21,3080,HOLMESTRAND
MENY TOLVSRØD,VALLØVEIEN 31,3151,TOLVSRØD
EXTRA TØNSBERG,ANTON JENSSENS GATE 2,3125,TØNSBERG
SPAR Brekkeåsen,SKAUGVEIEN 12,3178,VÅLE
MENY REVETAL,KÅPEVEIEN 7,3174,REVETAL
Shell Grøstad - 9462,HORTENSVEIEN 120,3157,BARKÅKER
COOP PRIX FARMANNSVEIEN,FARMANNSVEIEN 28,3111,TØNSBERG
REMA 1000 Sem,DØVLEVEIEN 5,3170,SEM
REMA 1000 HOLMESTRAND,VÅLEVEIEN 1,3083,HOLMESTRAND
RAMNES SKOLE,TUFTEGATA 8,3175,RAMNES
VEAR SKOLE,MELSOMVIKVEIEN 573,3173,VEAR
KIWI 281 HEIMDALSVINGEN,HEIMDALSVINGEN 3,3117,TØNSBERG
EXTRA SEMSBYEN,SEMSBYVEIEN 81,3170,SEM
TRÆLEBORG SKOLE,EKORNVEIEN 1,3112,TØNSBERG
MELSOM SKOLE,VADUMVEIEN ØST 2,3159,MELSOMVIK
RINGSHAUG SKOLE,RØNNINGVEIEN 13,3153,TOLVSRØD
BJERKELY SKOLE,DØVIKVEIEN 2,3176,UNDRUMSDAL
GJØKLEP UNGDOMSSKOLE,VESTHØYVEIEN 15,3085,HOLMESTRAND
KLEIVERUD SKOLE,Kleiverudveien 199,3086,HOLMESTRAND
BOTNE SKOLE,GURANNVEIEN 25,3089,HOLMESTRAND
BARKÅKER SKOLE AVIS I SKOLEN,Nyveien 11,3157,BARKÅKER
RAMSUM SKOLE,GAMLE KONGEVEI 26,3160,STOKKE
TORØD SKOLE,OSERØDVEIEN 156,3135,TORØD
TEIE SKOLE,Grindstuveien 31,3121,NØTTERØY
SEM SKOLE,Semsbyveien 102,3170,SEM
LINDHØY SKOLE,Ormeletveien 5,3145,TJØME
BRATTÅS SKOLE,BRATTÅSVEIEN 68,3140,NØTTERØY
ANDEBU SKOLE AVIS I SKOLEN,Andebu Sentrum 1,3158,ANDEBU
NARVESEN 474 TØNSBERG JB.ST.,JERNBANEGATEN 6,3110,TØNSBERG
KIRKEVOLL SKOLE,GJELSTADVEIEN 2,3178,VÅLE
EKEBERG SKOLE,HVITTINGFOSSVEIEN 59,3083,HOLMESTRAND
HOLMESTRAND INT. MONTESSORISKO,EIKELUND 5,3083,HOLMESTRAND
SANDEÅSEN SKOLE,SANDEVEIEN 30,3150,TOLVSRØD
KIWI 270 HOF,THORSHAUGVEIEN 1,3090,HOF
TØNSBERG BLAD,NEDRE LANGGATE 20,3126,TØNSBERG
SPAR Hvittingfoss,SENTRUMSVEIEN 28,3647,HVITTINGFOSS
REMA 1000 REVETAL,REGATA 9,3174,REVETAL
KIWI 268 RÅEL,LUNAS VEI 2,3113,TØNSBERG
VOLDEN SKOLE,ÅSGÅRDSTRANDSVEIEN 240,3153,TOLVSRØD
REVETAL UNGDOMSSKOLE,KÅPEVEIEN 24,3174,REVETAL
VESTSKOGEN SKOLE,LERKEVEIEN 12,3142,VESTSKOGEN
STEINERSKOLEN I VESTFOLD,FURUMOVEIEN 2,3142,VESTSKOGEN
BOKEMOA SKOLE,FRYDENBERGVEIEN 14,3160,STOKKE
SOLERØD OPPVEKSTSENTER,KÅPEVEIEN 697,3176,UNDRUMSDAL
EXTRA TOLVSRØD,VALLØVEIEN 62,3152,TOLVSRØD
SHELL KJELLEVEIEN,KJELLEVEIEN 26,3125,TØNSBERG
REMA 1000 Eik,EIKVEIEN 28,3122,TØNSBERG
BYSKOGEN SKOLE,WERGELANDS VEI 54,3117,TØNSBERG
HERSTAD SKOLE,SKARPHAGAVEIEN 88,3140,NØTTERØY
WANG TOPPIDRETT TØNSBERG,GRENADERVEIEN 11,3122,TØNSBERG
RINGSHAUG UNGDOMSSKOLE,RØNNINGVEIEN 18,3153,TOLVSRØD
EIK SKOLE,JUTULVEIEN 19,3122,TØNSBERG
ANDEBU UNGDOMSSKOLE,ANDEBU SENTRUM 8,3158,ANDEBU
GRANLY SKOLE,KLIPPEVEIEN 1,3122,TØNSBERG
Esso/Deli de Luca Teie,NØTTERØVEIEN 1,3127,TØNSBERG
REMA 1000 Oseberg,STORGATEN 2,3126,TØNSBERG
PRESTERØD SKOLE,VALLØVEIEN 22,3151,TOLVSRØD
PRESTERØD UNGDOMSSKOLE,TRIMVEIEN 11,3151,TOLVSRØD
KIWI 304 Barkåker,BARKÅKERVEIEN 47,3157,BARKÅKER
REMA 1000 Olsrød Park,GAUTERØDVEIEN 6,3154,TOLVSRØD
REMA 1000 Tønsberg,SLAGENVEIEN 57,3117,TØNSBERG
Extra Ilebrekke,HØVLERIVEIEN 1,3114,TØNSBERG
Narvesen 303 Farmandstredet,JERNBANEGATEN 1,3110,TØNSBERG
Labakken skole,LABAKKEN 40,3142,VESTSKOGEN
KIWI 970 GAUTERØD,GAUTERØDVEIEN 57,3154,TOLVSRØD
KIWI 968 FOYN,TJØMEGATEN 4,3126,TØNSBERG
KIWI 971 VEAR,MELSOMVIKVEIEN 603,3173,VEAR
EXTRA KILEN AVD 095,VALLØVEIEN 3,3118,TØNSBERG
Coop Marked Bøfjord,BØLANDSVEGEN 245,6643,BØFJORDEN
EXTRA SURNADAL,SKEIVEGEN 3,6650,SURNADAL
YX SURNADAL,SKEIVEGEN 8,6650,SURNADAL
EXTRA EIDSVÅG,EIDSVÅGVEGEN 27,6460,EIDSVÅG I ROMSDAL
EXTRA TINGVOLL,VÅGAVEGEN 175,6630,TINGVOLL
COOP MARKED VEVANG,SINAGATA 68,6494,VEVANG
Coop Prix Farstad,FARSTADVEGEN 1756,6444,FARSTAD
Bunnpris Batnfjord,NORDMØRSVEGEN 6,6631,BATNFJORDSØRA
MATKROKEN TODALEN,TODALSVEGEN 1354,6645,TODALEN
KIWI 895 SURNADAL,SVARTVASSVEGEN 2,6650,SURNADAL
YX Skjelvik,VIKA 1,6490,EIDE
Joker Ålvundfjord,ÅLVUNDFJORDVEGEN 223,6622,ÅLVUNDFJORD
Matkroken Bæverfjord,ÅSSKARDVEGEN 1324,6644,BÆVERFJORD
COOP MARKED FOLDFJORD,TØMMERVÅGVEGEN 1081,6694,FOLDFJORDEN
COOP PRIX TUSTNA,TØMMERVÅGVEGEN 3281,6590,TUSTNA
Bunnpris Skei,SKEIVEGEN 35,6650,SURNADAL
Bunnpris Angvik,SØRLANDSVEGEN 2269,6636,ANGVIK
Bunnpris Bud,PRESTGARDSVEGEN 163,6430,BUD
TIDENS KRAV,NEDRE ENGGATE 6,6509,KRISTIANSUND N
KIWI 944 EIDE,TORVVEGEN 1,6490,EIDE
ESSO SURNADAL,SKEIVEGEN 11,6650,SURNADAL
REMA 1000 Eide,EIDETORGET 21,6490,EIDE
SUNNDAL VG.SKOLE,Skolevegen 14,6600,SUNNDALSØRA
SURNADAL VIDEREGÅENDE SKOLE,Øyatrøvegen 30,6650,SURNADAL
TINGVOLL VGS,SKOLEVEGEN 35,6630,TINGVOLL
EIDE UNGDOMSSKOLE,MYRAVEGEN 35,6490,EIDE
EIDE BARNESKOLE,NEDRE SANDHAUGBAKKEN 4,6490,EIDE
BATNFJORD SKULE,SKULVEGEN 3,6631,BATNFJORDSØRA
ØYE SKULE,ÅSSKARDVEGEN 143,6650,SURNADAL
SURNADAL UNGDOMSSKOLE,BÅRDSHAUGVEGEN 1,6650,SURNADAL
FULLDISTR. 6570 SMØLA,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6633 GJEMNES,TORGET 12,6631,BATNFJORDSØRA
FULLDISTR. 6631 BATNFJORDSØRA,TORGET 12,6631,BATNFJORDSØRA
FULLDISTR. 6659 RINDAL,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6493 LYNGSTAD,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6490 EIDE,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6657 RINDAL,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6674 KVISVIK,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6622 ÅLVUNDFJORD,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6613 GJØRA,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6601 SUNNDALSØRA,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6600 SUNNDALSØRA,GAMMELSETERLIA 22,6422,MOLDE
FULLDISTR. 6636 ANGVIK,Torget 12,6631,BATNFJORDSØRA
FULLDISTR. 6656 SURNADAL,SKEIVEGEN 9,6650,SURNADAL
FULLDISTR. 6652 SURNA,SKEIVEGEN 9,6650,SURNADAL
FULLDISTR. 6650 SURNADAL,SKEIVEGEN 9,6650,SURNADAL
FULLDISTR. 6643 BØFJORDEN,SKEIVEGEN 9,6650,SURNADAL
FULLDISTR. 6640 KVANNE,SKEIVEGEN 9,6650,SURNADAL
FULLDISTR. 6630 TINGVOLL,GAMMELSETERLIA 22,6422,MOLDE
LYNGSTAD OPPVEKSTSENTER,LYNGSTADVEGEN 200,6493,LYNGSTAD
SMØLA UNGDOMSSKOLE,SEIVIKVEIEN 1,6517,KRISTIANSUND N
RINDAL SKOLE,SKULEGATA 2,6657,RINDAL
MO OPPVEKSTSENTER,NORDSIDA 1336,6655,VINDØLA
FULLDISTR. 6632 BATNFJORDSØRA,TORGET 12,6631,BATNFJORDSØRA
FULLDISTR. 6641 TORVIKBUKT,TORGET 12,6631,BATNFJORDSØRA
SURNADAL BARNE- OG UNGDOMSSKULE,ØYATRØVEGEN 20,6650,SURNADAL
REMA 1000 Surnadal,ØRAVEGEN 4,6650,SURNADAL
Bunnpris Marokko,DALEGATA 50,6516,KRISTIANSUND N
NARVESEN BUTIKKEN 222,HAMNEGATA 35,6413,MOLDE
COOP MARKED FLÅM,A-Feltvegen 18,5742,FLÅM
JOKER GUDVANGEN,NÆRØYDALEN 11,5747,GUDVANGEN
FULLDISTRIBUSJON 6856,Vangestadvegen 10,6854,KAUPANGER
FULLDISTRIBUSJON 6899,Vangestadvegen 10,6854,KAUPANGER
AURLAND BARNE- OG UNGD.SKULE,VANGEN 1,5745,AURLAND
AURLAND BARNE- OG UNGDOMSSKULE,SKULEVEGEN 5,5745,AURLAND
BJORDAL SKULE,SØRSIDEVEGEN 3011,5962,BJORDAL
FULLDISTRIBUSJON 5746,UNDREDALSVEGEN 137,5746,UNDREDAL
FULLDISTRIBUSJON 5749,GUDVANGEN,5749,BAKKA
COOP PRIX SVELGEN,GRANDEN 7,6723,SVELGEN
Nærbutikken Ålfoten,ÅLFOTVEGEN 34,6737,ÅLFOTEN
SPAR Bremanger,GROTLEVEGEN 133,6727,BREMANGER
SPAR Kalvåg,AMTSKAIVEGEN 8,6729,KALVÅG
Nærbutikken Davik,ENDAL 1,6730,DAVIK
Joker Bremanger,IGLANDSKAIA 2,6727,BREMANGER
NÆRBUTIKKEN STAVANG LANDHANDEL,STAVANGVEGEN 8,6944,STAVANG
Nærbutikken Leirgulen,HORNELSVEGEN 1832,6734,RUGSUND
FULLDISTRIBUSJON 6723,postvegen 3,6770,NORDFJORDEID
FULLDISTRIBUSJON 6727,postvegen 3,6770,NORDFJORDEID
COOP PRIX BYRKJELO,BREIM SAMVIRKELAG AVD 20,6826,BYRKJELO
Joker Brekke,SOGNEFJORDVEGEN 459,5961,BREKKE
YX SANDANE,KLEIVEDAMMEN 11,6823,SANDANE
LEIV AUSTRHEIM BILVERKSTAD AS,NORDSTRANDSVEGEN 40,6823,SANDANE
